token,label
sarabjeet singh,human
haliya charpota,human
nipun rathee,human
Mangal Wankhede ,human
phenylephrine,medicine
coccidioidomycosis,diagnosis
empagliflozin / linagliptin,medicine
krishana,human
jaichand,human
dulaglutide,medicine
vishvanath,human
"epididymitis, sexually transmitted",diagnosis
bhagat ram,human
valganciclovir,medicine
sheikh sadam,human
anil bhatt,human
expectoration,diagnosis
nwed,human
status epilepticus,diagnosis
indraj singh,human
saliva substitutes,medicine
aciphex,medicine
cariprazine,medicine
santosh kumar,human
doxy 100,medicine
abdul miya,human
winrho sdf,medicine
kabal singh,human
maushid,human
arginine,medicine
sanjay khemchandani,human
kulwant singh,human
boby,human
raja ravidas,human
mitthun,human
insomnia,diagnosis
shayam sunder,human
balwant,human
tri-estarylla,medicine
dharminder,human
shalid,human
harsh kumar,human
gawali pandharinath yadav,human
d.h.e. 45,medicine
clonazepam,medicine
ethinyl estradiol / levonorgestrel,medicine
ramswroop s/o jaidev mena,human
prometrium,medicine
riyajudhin,human
prem,human
kishan chand joshi,human
pexeva,medicine
monovisc,medicine
metaxalone,medicine
M/50years,human
mukesh kumar shav,human
prem parkash seth,human
night terrors,diagnosis
insulin regular,medicine
rayish,human
raynaud's syndrome,diagnosis
neulasta,medicine
ramkishan,human
moham madhav,human
romiplostim,medicine
aakash or deepu s/o satyprakash sharma r/o town ro,human
mohan singh tyagi,human
shyam verma,human
raju kuswha,human
shiv achariy,human
focalin xr,medicine
polyethylene glycol 3350,medicine
hisamuddin,human
necon 7 / 7 / 7,medicine
ayub ali,human
elinest,medicine
boudreaux butt paste,medicine
sabbir alam,human
puspendar,human
vardenafil,medicine
carbamide peroxide,medicine
norpace cr,medicine
hardik yadav,human
aprepitant,medicine
nitin  or rohit,human
shiv shakti singh,human
advil liqui-gels,medicine
milk of magnesia,medicine
munender singh,human
viney parkash,human
sohanlal,human
canagliflozin,medicine
moh.javed,human
betamethasone,medicine
nila madhava hagglund,human
uterine fibroids,diagnosis
aasto,human
jawhar lal,human
rejaul sekh,human
jatin sharma,human
aansu,human
bhemji patidar,human
devpal,human
invega,medicine
mangi lal,human
pylera,medicine
girraj nath,human
tolnaftate,medicine
fluphenazine,medicine
kamal kishor soni,human
madan pal,human
surya dev singh,human
celexa,medicine
acetaminophen,medicine
rilutek,medicine
mohmed kanok,human
murari,human
treximet,medicine
cluster-tic syndrome,diagnosis
gentian violet,medicine
lok nath,human
shyam singh,human
asarfi lal,human
avdhesh,human
babupuri,human
guddu,human
M/69yr,human
sh attar singh,human
kuldeep,human
nathu,human
triazolam,medicine
veepinchand midas,human
ogen,medicine
gulshad,human
mahesh balwani,human
sarvan kumar,human
febuxostat,medicine
gautam,human
asacol,medicine
estrace vaginal cream,medicine
shyoram avatar,human
raju yadav,human
moolchand,human
preyojit nath,human
sanjeev,human
parkash agarwal,human
dilip,human
vishnu bahadur thapa,human
penciclovir,medicine
lactaid,medicine
seroquel xr,medicine
jamil,human
multivitamin,medicine
chander shakher,human
niranjan day,human
mohammad gazi khan,human
akram rijwi,human
esophageal candidiasis,diagnosis
freshkote,medicine
sahid khan,human
iswar lal raigar,human
terbinafine,medicine
taztia xt,medicine
vivek,human
bhupesh kumar,human
sunder,human
systemic mastocytosis,diagnosis
nepafenac,medicine
sher mohmd,human
nazim,human
raj kumar choudhry,human
md. ehasan alam,human
amardeep,human
jagbir,human
mohd shakeeb,human
"ulcerative colitis, maintenance",diagnosis
pyrimethamine,medicine
majid ansari,human
viread,medicine
dextromethorphan / phenylephrine / pyrilamine,medicine
amitriptyline / chlordiazepoxide,medicine
nijam,human
sher singh,human
elestat,medicine
lidex,medicine
cylert,medicine
mohd suhail,human
chetram,human
halflytely and bisacodyl,medicine
azad,human
digamber yadav,human
claritin-d,medicine
shambhu jha,human
alavert d-12 hour allergy and sinus,medicine
dexchlorpheniramine,medicine
sorab siaq,human
bharat kumar,human
vikash seni,human
sunil burman,human
dermatitis herpetiformis,diagnosis
omprakash pandit,human
fioricet,medicine
lal singh,human
schizophrenia,diagnosis
shanti lal,human
lichen planus,diagnosis
ashshwer parsad,human
akhileshwer,human
nawaz sarif,human
mayank pandey,human
ashok kumar  s/o la jeet,human
shailesh kumar rai,human
remeron soltab,medicine
topiragen,medicine
surjeet,human
propafenone,medicine
ct devesh kumar,human
abdul rahman,human
ankur gupta,human
ghanshayam,human
rajeev jha,human
shyam sharma,human
mehbob ali,human
nitesh,human
satbir singh,human
sunder  singh,human
loxapine,medicine
nalfon,medicine
rajender kumar,human
heera lal,human
guaifenesin,medicine
tinku singh,human
yaadram,human
asystole,diagnosis
bhagwati prasad,human
gatifloxacin,medicine
kailash singh,human
rustam,human
hand sprain  ,complaints
sahbuddin,human
kush gupta,human
differin,medicine
hari mohan,human
scopolamine,medicine
veerbhan,human
mahinder singh,human
dikshant,human
stephen topo,human
harpreet dham,human
kaloo giri,human
celebrex,medicine
geeta bhagat,human
manish kumar  mandal,human
tarun vadhuva,human
hypotears,medicine
ortho-novum 1 / 35,medicine
tizanidine,medicine
ella,medicine
wound cleansing,diagnosis
pratha,human
nitish,human
Pain starts again after stopping medicines,complaints
naresh semwal,human
mohd. danish,human
mohd  javed,human
duodenal ulce,diagnosis
rajani,medicine
anish ahamad,human
arjun sahni,human
ashok pal,human
ashish semwal,human
nasacort aq,medicine
gralise,medicine
shivyalam,human
rekha,human
tecfidera,medicine
anup kumar misgra,human
kapvay,medicine
lewy body dementia,diagnosis
mohd. latif,human
chandan,human
rabeprazole,medicine
rifaximin,medicine
sawarmal,human
sh ramnarayan,human
cough,diagnosis
alopecia,diagnosis
guru lal,human
sahnabaj,human
krishna giri,human
rahul pandey,human
gurlal,human
hyperparathyroidism secondary to renal impairment,diagnosis
jeevan,human
ranjeet singh,human
mintu mulla,human
multan singh,human
satyanarayan soni,human
vinod kumar meena,human
akram hussain,human
kaushar,human
satish kumar,human
dry skin,diagnosis
raj kumar yadav,human
raja kumar,human
propoxyphene,medicine
coumadin,medicine
julfikaar,human
alka-seltzer plus cold formula sparkling original effervescent tablets,medicine
nuvessa,medicine
sh. yogesh,human
acetaminophen / dextromethorphan / phenylephrine,medicine
sh. veer singh,human
dornase alfa,medicine
babu,human
davinder,human
fiorinal,medicine
zahir miyan,human
ravi sinha,human
devinder,human
paratibha,human
parkash,human
renal transplant,diagnosis
cromolyn,medicine
md. nadaim,human
sangeeta,human
kulli,human
santram,human
hysingla er,medicine
niacin,medicine
sanjeev ratan,human
md aslam,human
shashank,human
zirgan,medicine
ojas,human
prinsh,human
phenylephrine / pramoxine,medicine
sterapred ds,medicine
j nelson abiman,human
nishant kumar,human
akif mohammad,human
ditropan xl,medicine
ipratropium inhalation solution,medicine
prdeep soni,human
shrinath prasad sharma,human
chhabil singh,human
tahir,human
pima,medicine
muzmil,human
md. akhlakh,human
tinzaparin,medicine
dolat singh,human
aquoral,medicine
rinki,human
laxminarain,human
kasim ansari,human
rajan verma,human
metrogel,medicine
dermatop,medicine
tolterodine,medicine
lamivudine,medicine
mohit yadav,human
diphenhydramine / phenylephrine,medicine
sidharth vermani,human
cutaneous candidiasis,diagnosis
abdullah,human
junel fe 1.5 / 30,medicine
jitender tiwari,human
mooldan singh,human
vicky malhotra,human
pravin kasana,human
opioid-induced constipation,diagnosis
olux,medicine
mustkeem ali,human
pyridium,medicine
lakshaya sharma,human
clindagel,medicine
baban tiwari,human
injmam akhtar,human
hypercalcemia of malignancy,diagnosis
lal mohammed,human
probenecid,medicine
vijay kumar,human
trimethoprim,medicine
rakesh sharma,human
brompheniramine / dextromethorphan / pseudoephedrine,medicine
m-end pe,medicine
lactic acid,medicine
sahdev tiwari,human
mixed connective tissue disease,diagnosis
chitrangan dass,human
unknown person,human
rayos,medicine
flagyl iv,medicine
complera,medicine
acetic acid,medicine
cefprozil,medicine
hari chander,human
katwa,human
aryan,human
bijander,human
jeet singh ramola,human
eligard,medicine
fhaishal amahad,human
lantus,medicine
parjinder singh,human
prevention of thromboembolism in atrial fibrillation,diagnosis
acetaminophen overdose,diagnosis
newal kishor,human
telmisartan,medicine
intraabdominal infection,diagnosis
vanish khan,human
dayaram s/o madan lal lohar 28 years r/o madanpura,human
abishek kumar,human
jairam and choti mali,human
F/63years,human
parmanand,human
ramgopal singh,human
vishnu bhagwan,human
naresh kumar,human
carbamazepine,medicine
anoop roy,human
suresh,human
staxyn,medicine
mandeep kumar,human
saurabh ujjwal,human
ajeet,human
rambarose,human
samad,human
zarah,medicine
tafsir,human
suneel chauhan,human
nevanac,medicine
abdul kadir,human
mukesh sohli,human
actemra,medicine
dulal haldhar,human
bheem pal,human
rampati,human
saurab,human
narcolepsy,diagnosis
hemanshu,human
md saeed,human
darshan lal,human
mubarik ali,human
naved ali,human
nitrolingual pumpspray,medicine
mhd. firoz,human
ram charan,human
vinay kumar upadhayay,human
deepak kapoor,human
cabozantinib,medicine
lalu ram,human
soyam,human
simbrinza,medicine
pooja,human
ram singh,human
yogender prakash,human
sokin,human
nitesh shyam,human
pradeep aggarwal,human
fragmin,medicine
maujim,human
indu shekh,human
mukesh jat,human
deepak jha,human
manjit singh tomer,human
vijay saini,human
joginder,human
mohd. izhar,human
a / b otic,medicine
icatibant,medicine
rahis ahmed,human
nadem,human
monu chauhan,human
brahmanand sharma,human
jacky and amit,human
mohd rizwan,human
sinemet,medicine
amlodipine / atorvastatin,medicine
systemic lupus erythematosus,diagnosis
ephedrine,medicine
brilinta,medicine
bansi lal,human
aphthous ulce,diagnosis
satbir kumar,human
banty,human
mylanta,medicine
mudasar,human
ponatinib,medicine
seeta ram,human
manoj kumar khurana  alongwith e-rickshaw,human
pushank,human
ratiman,human
deepchand,human
navnit garg,human
hanif,human
ramprasad sodani,human
solu-medrol,medicine
madho,human
navneet giri,human
ortho tri-cyclen lo,medicine
rectiv,medicine
vikram kumar,human
nilstat,medicine
jeetu gautam,human
ram ldaike,human
sanu,human
hardeep singh,human
rashid hussain,human
kamaljeet,human
tilak raj,human
aspirin / butalbital / caffeine / codeine,medicine
santosh pandey,human
jogender singh,human
anil  kumar,human
naveen kumar pandit,human
shail,human
prevention of hypokalemia,diagnosis
nitesh kumar,human
meer hashan,human
"tek chand s/o nanu ram r/o h.no.105, 3rd floor, pk",human
hukam chand,human
imam baksh,human
uloric,medicine
tinidazole,medicine
sachin lakhera,human
dharmbir,human
prakash soni,human
mithun kumar,human
endometrial cance,diagnosis
emtricitabine / tenofovir,medicine
ram kishan tomar,human
aadish,human
kulbhushan,human
insta-glucose,medicine
clostridial infection,diagnosis
tarbez ansari,human
bhrkat,human
jugender khetpal,human
cytomel,medicine
depo-testosterone,medicine
nitin mohan,human
penicillamine,medicine
naprosyn,medicine
lakshy jain,human
kanhaya,human
awdhesh kumar singh,human
babu ra/,human
rajeev,human
gefitinib,medicine
anil raj,human
gopi singh,human
sagar pandey,human
sukhdev,human
methitest,medicine
omprkesh,human
mohit miglani,human
upender yadav,human
rakesh chhatwal,human
methocarbamol,medicine
neeraj bhatt,human
neuritis,diagnosis
harpal singh negi,human
sehzada iqwal,human
sudafed 12-hour,medicine
vishu,human
rahmat ali,human
abash rajan jha,human
azulfidine,medicine
vraylar,medicine
seasonal allergic conjunctivitis,diagnosis
sciatica,diagnosis
tocilizumab,medicine
sainky,human
piuesh,human
portal hypertension,diagnosis
ansaid,medicine
ramhetu,human
henkhochon haokip,human
sant mahendra singh,human
sh amrik singh,human
mohd.javed,human
ferralet 90,medicine
mohd anwar,human
bobbi,human
kanta prasad,human
hemant,human
mohd danish,human
ed a-hist,medicine
rajnesh gupta,human
bisacodyl,medicine
shekhar chand,human
azam,human
ankit negi,human
symlin,medicine
agitation,diagnosis
mr. balveer singh,human
deepak tomar,human
kumod yadav,human
subhash nimbolkar,human
gurvinder singh s/o,human
prannab dey,human
ramesh upreti,human
naryan singh,human
najim urf babbu,human
florinef acetate,medicine
calcium / vitamin d,medicine
nasir husain,human
lo / ovral,medicine
vandna urf meenu,human
veerander,human
ashif,human
tisar parasar,human
77</span> users found this comment helpful.,diagnosis
lokendra,human
vishal tomar,human
ram ji,human
rajputra sudhakar singh,human
avnish,human
deepak yadav,human
dauad beg,human
aashik ajiz,human
mum and singh,human
dular mohd.,human
capsaicin,medicine
kalla,human
parbhu sahni,human
hari chand,human
kailash chand sharma,human
raja,human
ungal pneumonia,diagnosis
innopran xl,medicine
bagwan das,human
histrelin,medicine
benign prostatic hyperplasia,diagnosis
aman dahiya,human
janta,human
cal segmental glomerulosclerosis,diagnosis
gandhi,human
cozaar,medicine
lalit arya,human
manoj kaushik,human
candesartan,medicine
vantin,medicine
sukumar,human
aspirin / caffeine / orphenadrine,medicine
kineret,medicine
F/35years,human
praluent,medicine
trizivir,medicine
pram prkash sharma,human
braj kumar,human
sumender pradhan,human
adi,human
incobotulinumtoxina,medicine
duragesic,medicine
mokida,human
surender kumar singh,human
dharmender singh,human
harshit jain,human
buspirone,medicine
lymphoma,diagnosis
ms contin,medicine
nutraplus,medicine
ramkhilawan,human
17</span> users found this comment helpful.,diagnosis
shahib kumar,human
dinesh garg,human
chitranjan kumar,human
mukesh kumar echra,human
chirag batta,human
babulal sharma,human
koushik dutta,human
methylin,medicine
mithilesh kumar sharma,human
rohit thapa,human
lamictal xr,medicine
dharmvir,human
kanhiya thakur,human
bundel sahni,human
roop chand,human
sh tejpal singh,human
kanhaiya urf kare,human
briellyn,medicine
electrolyte replacement solutions,medicine
dinesh singh,human
md ramjani,human
altab,human
satyanarayan  dholi,human
ishant,human
dharvesh kumar,human
rajveer,human
saurabh,human
hypertensive emergency,diagnosis
rea lo 40,medicine
teriflunomide,medicine
kytril,medicine
sourab verma,human
echinacea,medicine
vimal kumar,human
topical disinfection,diagnosis
nrendr,human
mangta,human
tetrahydrozoline / zinc sulfate,medicine
raj kumare,human
kalu lal meena,human
srikant,human
aazad,human
vihsal kumar,human
tammanne,human
hanuman das,human
abhishik partap singh,human
anurag mohan saklani,human
nosad,human
provigil,medicine
hyaluronan,medicine
rakesh sarkar,human
jatan singh,human
ruplal kumwat,human
fexofenadine,medicine
vitamin b6,medicine
hyomax sl,medicine
abilify maintena,medicine
anthrax,diagnosis
afatinib,medicine
retin a micro,medicine
pawan alias lakshman,human
inapsine,medicine
ajeet kumar,human
chom singh,human
"asthma, maintenance",diagnosis
chhitar mal,human
veltin,medicine
levsin,medicine
deba prasad,human
sandeep dhaka,human
rishab kumar,human
budhan yadav,human
surender singh rathore,human
jai gopal,human
vicks nyquil d cold and flu nighttime relief,medicine
inder kumar,human
tacrolimus,medicine
ram ashray,human
munshi prasad yadav,human
ved kumar yadav,human
fallback solo,medicine
deepvhand,human
sarvan mehto,human
benzocaine,medicine
shivam s/o,human
roshan,human
ajit yadav,human
tegretol,medicine
polyethylene glycol 3350 with electrolytes,medicine
bhag chand,human
ezetimibe / simvastatin,medicine
costochondritis,diagnosis
avdesh,human
rishipal,human
"lyme disease, arthritis",diagnosis
omprkash,human
cephalexin,medicine
clobex,medicine
sunil agarwal,human
sudhdev,human
harak khatri,human
cevimeline,medicine
acebutolol,medicine
reglan,medicine
danocrine,medicine
xopenex hfa,medicine
jitan ram,human
sundar singh,human
kasim,human
women (oxybutynin),diagnosis
vithal lal,human
norgesic forte,medicine
sugodh kumar,human
satish chand jain,human
vinod,human
mishrilaal,human
cleocin hcl,medicine
parvej,human
savaysa,medicine
